Model	mdlname	Par
8452	'[y^3, y^2, x, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8453	'[x^2, y^2, x, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8454	'[x^3, y^3, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8455	'[x^3, x^2, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8456	'[y^3, x^2, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8457	'[x^3, y^2, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8458	'[y^3, y^2, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8459	'[x^2, y^2, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8460	'[x^3, x, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8461	'[y^3, x, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8462	'[x^2, x, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8463	'[y^2, x, y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8464	'[x^3, y^3, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8465	'[x^3, x^2, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8466	'[y^3, x^2, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8467	'[x^3, y^2, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8468	'[y^3, y^2, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8469	'[x^2, y^2, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8470	'[x^3, x, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8471	'[y^3, x, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8472	'[x^2, x, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8473	'[y^2, x, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8474	'[x^3, y, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8475	'[y^3, y, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8476	'[x^2, y, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8477	'[y^2, y, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8478	'[x, y, x*y, x^2*y^2, x*y^2, x^3*y^2, 1]'	7
8479	'[x^3, y^3, x^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8480	'[x^3, y^3, y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8481	'[x^3, x^2, y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8482	'[y^3, x^2, y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8483	'[x^3, y^3, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8484	'[x^3, x^2, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8485	'[y^3, x^2, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8486	'[x^3, y^2, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8487	'[y^3, y^2, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8488	'[x^2, y^2, x, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8489	'[x^3, y^3, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8490	'[x^3, x^2, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8491	'[y^3, x^2, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8492	'[x^3, y^2, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8493	'[y^3, y^2, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8494	'[x^2, y^2, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8495	'[x^3, x, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8496	'[y^3, x, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8497	'[x^2, x, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8498	'[y^2, x, y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8499	'[x^3, y^3, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8500	'[x^3, x^2, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8501	'[y^3, x^2, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8502	'[x^3, y^2, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8503	'[y^3, y^2, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8504	'[x^2, y^2, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8505	'[x^3, x, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8506	'[y^3, x, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8507	'[x^2, x, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8508	'[y^2, x, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8509	'[x^3, y, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8510	'[y^3, y, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8511	'[x^2, y, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8512	'[y^2, y, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8513	'[x, y, x*y, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8514	'[x^3, y^3, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8515	'[x^3, x^2, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8516	'[y^3, x^2, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8517	'[x^3, y^2, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8518	'[y^3, y^2, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8519	'[x^2, y^2, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8520	'[x^3, x, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8521	'[y^3, x, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8522	'[x^2, x, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8523	'[y^2, x, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8524	'[x^3, y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8525	'[y^3, y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8526	'[x^2, y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8527	'[y^2, y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8528	'[x, y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8529	'[x^3, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8530	'[y^3, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8531	'[x^2, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8532	'[y^2, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8533	'[x, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8534	'[y, x*y, x^2*y^2, x^3*y^3, x*y^2, x^3*y^2, 1]'	7
8535	'[x^3, y^3, x^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8536	'[x^3, y^3, y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8537	'[x^3, x^2, y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8538	'[y^3, x^2, y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8539	'[x^3, y^3, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8540	'[x^3, x^2, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8541	'[y^3, x^2, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8542	'[x^3, y^2, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8543	'[y^3, y^2, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8544	'[x^2, y^2, x, x^2*y, x*y^2, x^3*y^2, 1]'	7
8545	'[x^3, y^3, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8546	'[x^3, x^2, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8547	'[y^3, x^2, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8548	'[x^3, y^2, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8549	'[y^3, y^2, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8550	'[x^2, y^2, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8551	'[x^3, x, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8552	'[y^3, x, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8553	'[x^2, x, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8554	'[y^2, x, y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8555	'[x^3, y^3, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8556	'[x^3, x^2, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8557	'[y^3, x^2, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8558	'[x^3, y^2, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8559	'[y^3, y^2, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8560	'[x^2, y^2, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8561	'[x^3, x, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8562	'[y^3, x, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8563	'[x^2, x, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8564	'[y^2, x, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8565	'[x^3, y, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8566	'[y^3, y, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8567	'[x^2, y, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8568	'[y^2, y, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8569	'[x, y, x*y, x^2*y, x*y^2, x^3*y^2, 1]'	7
8570	'[x^3, y^3, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8571	'[x^3, x^2, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8572	'[y^3, x^2, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8573	'[x^3, y^2, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8574	'[y^3, y^2, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8575	'[x^2, y^2, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8576	'[x^3, x, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8577	'[y^3, x, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8578	'[x^2, x, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8579	'[y^2, x, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8580	'[x^3, y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8581	'[y^3, y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8582	'[x^2, y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8583	'[y^2, y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8584	'[x, y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8585	'[x^3, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8586	'[y^3, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8587	'[x^2, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8588	'[y^2, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8589	'[x, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8590	'[y, x*y, x^2*y^2, x^2*y, x*y^2, x^3*y^2, 1]'	7
8591	'[x^3, y^3, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8592	'[x^3, x^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8593	'[y^3, x^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8594	'[x^3, y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8595	'[y^3, y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8596	'[x^2, y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8597	'[x^3, x, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8598	'[y^3, x, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8599	'[x^2, x, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8600	'[y^2, x, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8601	'[x^3, y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8602	'[y^3, y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8603	'[x^2, y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8604	'[y^2, y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8605	'[x, y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8606	'[x^3, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8607	'[y^3, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8608	'[x^2, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8609	'[y^2, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8610	'[x, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8611	'[y, x*y, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8612	'[x^3, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8613	'[y^3, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8614	'[x^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8615	'[y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8616	'[x, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8617	'[y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8618	'[x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^2, x^3*y^2, 1]'	7
8619	'[x^3, y^3, x^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8620	'[x^3, y^3, y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8621	'[x^3, x^2, y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8622	'[y^3, x^2, y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8623	'[x^3, y^3, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8624	'[x^3, x^2, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8625	'[y^3, x^2, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8626	'[x^3, y^2, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8627	'[y^3, y^2, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8628	'[x^2, y^2, x, x^3*y, x*y^2, x^3*y^2, 1]'	7
8629	'[x^3, y^3, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8630	'[x^3, x^2, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8631	'[y^3, x^2, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8632	'[x^3, y^2, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8633	'[y^3, y^2, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8634	'[x^2, y^2, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8635	'[x^3, x, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8636	'[y^3, x, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8637	'[x^2, x, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8638	'[y^2, x, y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8639	'[x^3, y^3, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8640	'[x^3, x^2, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8641	'[y^3, x^2, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8642	'[x^3, y^2, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8643	'[y^3, y^2, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8644	'[x^2, y^2, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8645	'[x^3, x, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8646	'[y^3, x, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8647	'[x^2, x, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8648	'[y^2, x, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8649	'[x^3, y, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8650	'[y^3, y, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8651	'[x^2, y, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8652	'[y^2, y, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8653	'[x, y, x*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8654	'[x^3, y^3, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8655	'[x^3, x^2, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8656	'[y^3, x^2, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8657	'[x^3, y^2, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8658	'[y^3, y^2, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8659	'[x^2, y^2, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8660	'[x^3, x, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8661	'[y^3, x, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8662	'[x^2, x, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8663	'[y^2, x, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8664	'[x^3, y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8665	'[y^3, y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8666	'[x^2, y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8667	'[y^2, y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8668	'[x, y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8669	'[x^3, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8670	'[y^3, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8671	'[x^2, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8672	'[y^2, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8673	'[x, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8674	'[y, x*y, x^2*y^2, x^3*y, x*y^2, x^3*y^2, 1]'	7
8675	'[x^3, y^3, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8676	'[x^3, x^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8677	'[y^3, x^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8678	'[x^3, y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8679	'[y^3, y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8680	'[x^2, y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8681	'[x^3, x, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8682	'[y^3, x, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8683	'[x^2, x, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8684	'[y^2, x, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8685	'[x^3, y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8686	'[y^3, y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8687	'[x^2, y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8688	'[y^2, y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8689	'[x, y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8690	'[x^3, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8691	'[y^3, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8692	'[x^2, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8693	'[y^2, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8694	'[x, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8695	'[y, x*y, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8696	'[x^3, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8697	'[y^3, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8698	'[x^2, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8699	'[y^2, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8700	'[x, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8701	'[y, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8702	'[x*y, x^2*y^2, x^3*y^3, x^3*y, x*y^2, x^3*y^2, 1]'	7
8703	'[x^3, y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8704	'[x^3, x^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8705	'[y^3, x^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8706	'[x^3, y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8707	'[y^3, y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8708	'[x^2, y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8709	'[x^3, x, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8710	'[y^3, x, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8711	'[x^2, x, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8712	'[y^2, x, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8713	'[x^3, y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8714	'[y^3, y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8715	'[x^2, y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8716	'[y^2, y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8717	'[x, y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8718	'[x^3, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8719	'[y^3, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8720	'[x^2, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8721	'[y^2, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8722	'[x, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8723	'[y, x*y, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8724	'[x^3, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8725	'[y^3, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8726	'[x^2, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8727	'[y^2, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8728	'[x, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8729	'[y, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8730	'[x*y, x^2*y^2, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8731	'[x^3, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8732	'[y^3, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8733	'[x^2, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8734	'[y^2, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8735	'[x, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8736	'[y, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8737	'[x*y, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8738	'[x^2*y^2, x^3*y^3, x^2*y, x^3*y, x*y^2, x^3*y^2, 1]'	7
8739	'[x^3, y^3, x^2, y^2, x*y^3, x^3*y^2, 1]'	7
8740	'[x^3, y^3, x^2, x, x*y^3, x^3*y^2, 1]'	7
8741	'[x^3, y^3, y^2, x, x*y^3, x^3*y^2, 1]'	7
8742	'[x^3, x^2, y^2, x, x*y^3, x^3*y^2, 1]'	7
8743	'[y^3, x^2, y^2, x, x*y^3, x^3*y^2, 1]'	7
8744	'[x^3, y^3, x^2, y, x*y^3, x^3*y^2, 1]'	7
8745	'[x^3, y^3, y^2, y, x*y^3, x^3*y^2, 1]'	7
8746	'[x^3, x^2, y^2, y, x*y^3, x^3*y^2, 1]'	7
8747	'[y^3, x^2, y^2, y, x*y^3, x^3*y^2, 1]'	7
8748	'[x^3, y^3, x, y, x*y^3, x^3*y^2, 1]'	7
8749	'[x^3, x^2, x, y, x*y^3, x^3*y^2, 1]'	7
8750	'[y^3, x^2, x, y, x*y^3, x^3*y^2, 1]'	7
8751	'[x^3, y^2, x, y, x*y^3, x^3*y^2, 1]'	7
8752	'[y^3, y^2, x, y, x*y^3, x^3*y^2, 1]'	7
8753	'[x^2, y^2, x, y, x*y^3, x^3*y^2, 1]'	7
8754	'[x^3, y^3, x^2, x*y, x*y^3, x^3*y^2, 1]'	7
8755	'[x^3, y^3, y^2, x*y, x*y^3, x^3*y^2, 1]'	7
8756	'[x^3, x^2, y^2, x*y, x*y^3, x^3*y^2, 1]'	7
8757	'[y^3, x^2, y^2, x*y, x*y^3, x^3*y^2, 1]'	7
8758	'[x^3, y^3, x, x*y, x*y^3, x^3*y^2, 1]'	7
8759	'[x^3, x^2, x, x*y, x*y^3, x^3*y^2, 1]'	7
8760	'[y^3, x^2, x, x*y, x*y^3, x^3*y^2, 1]'	7
8761	'[x^3, y^2, x, x*y, x*y^3, x^3*y^2, 1]'	7
